3.6,1,14.998,0.581,1.113,0.0325
2.5,1,11.88703035,0.511198295,1.386,0.032
2.9,1,24.36173232,0.411969441,1.273,0.0345
2.2,1,19.374,0.369,0.992,0.036
1.8,1,14.92130711,0.363968279,0.986,0.031
3.6,1,22.33216251,0.313767208,1.335,0.032
3.8,1,21.59894671,0.283527933,1.456,0.032
3.4,1,23.32462955,0.281371216,1.424,0.034
6.4,1,15.86323775,0.279193402,2.018,0.0365
6.6,1,9.200247981,0.261983004,1.259,0.032
0.8,1,24.61501354,0.260551857,0.834,0.0325
7.9,1,8.834753042,0.255086915,1.377,0.035
6.8,1,10.23892582,0.252772186,1.437,0.034
10.2,1,7.457770264,0.249230215,1.545,0.0355
9.5,1,7.254010195,0.234392215,1.36,0.0315
3.1,1,18.84028296,0.225343749,1.436,0.0335
5.4,1,13.05890847,0.21213891,1.442,0.0325
4.2,1,6.926154805,0.207161638,1.413,0.0375
5.3,1,15.9259086,0.206031332,1.678,0.04
10,1,7.116868179,0.198055807,1.385,0.031
12.7,1,5.301016921,0.186422522,1.371,0.033
7,1,8.291,0.185,1.336,0.031
2.4,1,12.0753341,0.181024723,1.168,0.0315
10.7,1,7.157437472,0.172101809,1.552,0.0375
14,1,4.707440084,0.169581752,1.325,0.035
4.4,1,11.39278979,0.161777466,1.165,0.0335
1.5,1,14.812,0.158,0.982,0.037
1.1,1,20.24171655,0.14327999,0.967,0.034
3.9,1,17.332,0.133,1.595,0.0355
6.8,1,8.745060908,0.130834422,1.32,0.029
8.8,1,7.425,0.128,1.43,0.03
1.8,1,17.73040312,0.117201578,0.842,0.0145
8.7,1,7.333816952,0.116003927,1.41,0.0275
2.4,1,16.675,0.115,0.999,0.0185
2.7,1,16.76209185,0.113297806,0.976,0.022
3.1,1,15.88885692,0.112027282,1.188,0.0275
7.8,1,9.203390418,0.108616312,1.438,0.0335
0.9,1,28.051,0.108,0.706,0.0205
1.3,1,23.637,0.107,0.701,0.0125
2.8,1,16.957,0.105,1.112,0.022
2.3,1,16.36981685,0.104736472,0.812,0.016
2.8,1,15.033,0.104,0.921,0.022
3.3,1,13.57095443,0.103551774,0.838,0.035
6.6,1,11.72417565,0.103151464,1.554,0.0355
1.8,1,17.97966304,0.102471754,0.912,0.0175
0.5,1,18.944,0.101,0.837,0.03
2.9,1,13.10338199,0.100588934,1.03,0.0235
3,1,15.32467755,0.100056611,0.938,0.0175
7.5,1,19.41328531,0.096599034,1.447,0.03
6.6,1,10.20251535,0.096390612,1.368,0.028
0.6,1,20.894,0.094,0.878,0.0155
6.9,1,8.415270407,0.093823653,1.158,0.0235
3.8,1,19.4287154,0.093270475,0.718,0.011
2.3,1,15.04614608,0.093194599,1.159,0.0235
2.8,1,15.23015829,0.09259443,1.032,0.023
3.5,1,17.101,0.09,1.167,0.024
2.8,1,11.13182241,0.089925107,0.817,0.014
13.6,1,5.398872276,0.089319289,1.428,0.035
2.7,1,25.433,0.089,0.75,0.013
2.9,1,18.73759127,0.088375542,0.825,0.0195
1.8,1,20.912,0.087,0.764,0.0135
5.3,1,10.53603161,0.086889887,1.18,0.0255
2.6,1,22.059,0.086,0.702,0.0115
2.7,1,14.21375243,0.083541752,0.936,0.0195
0.2,1,14.922,0.083,0.946,0.0165
3.2,1,25.343,0.082,0.67,0.0185
2.5,1,16.9411413,0.08108484,0.981,0.026
7.4,1,8.759777477,0.079868063,1.465,0.0305
1.1,1,16.746,0.077,0.976,0.0195
2.4,1,23.175,0.076,0.779,0.016
5.2,1,11.871,0.075,1.206,0.0285
1.3,1,27.859,0.075,0.819,0.0205
1.4,1,34.16,0.075,0.8,0.016
3.6,1,12.46278626,0.073037283,0.923,0.023
6.3,1,9.127384461,0.072158518,1.093,0.0225
4.3,1,11.70541253,0.071501501,1.103,0.024
4.5,1,11.534,0.07,1.04,0.0205
2.6,1,23.593,0.069,0.747,0.017
10,1,7.855914474,0.067628686,1.557,0.0315
3.4,1,13.69453361,0.066843837,0.78,0.0175
3.3,1,14.00656941,0.066465952,0.999,0.019
2.1,1,23.498,0.066,0.875,0.0205
2.4,1,23.907,0.066,0.549,0.028
6.3,1,11.216,0.065,1.413,0.0315
4.1,1,13.003,0.063,1.082,0.0245
2.8,1,21.878,0.063,0.718,0.02
1.5,1,14.52383447,0.062917272,0.911,0.015
2.6,1,15.73664505,0.062617961,0.846,0.0185
4.7,1,11.533,0.062,1.115,0.024
2.7,1,26.757,0.058,0.712,0.0255
2.5,1,26.893,0.058,0.826,0.0155
6.2,1,9.000003298,0.057633211,1.104,0.023
7.9,1,5.495777014,0.05627085,1.786,0.0335
4.2,1,10.46071768,0.055170639,1.074,0.0225
2.1,1,22.745,0.054,0.737,0.02
2.4,1,21.958,0.053,0.805,0.029
5.4,1,12.851,0.053,1.378,0.037
3.8,1,13.53315424,0.052868184,0.937,0.0155
4.4,1,9.274859944,0.052791923,0.984,0.019
3.4,1,14.67908674,0.052741442,0.793,0.013
4.5,1,9.829404036,0.049310158,0.995,0.018
0.2,1,22.965,0.049,0.924,0.017
1.9,1,18.554,0.048,0.89,0.016
3.3,1,15.35,0.047,1.029,0.0235
7.5,1,7.86,0.047,1.195,0.0225
3.4,1,12.81522045,0.046522889,0.842,0.0155
8.7,1,7.897235578,0.04623931,1.446,0.029
6,1,8.895604117,0.045893068,1.107,0.024
3.8,1,11.26349603,0.045636993,0.839,0.016
10.5,1,7.306,0.045,1.521,0.037
2.5,1,15,0.043,1.003,0.018
2.7,1,21.036,0.042,0.754,0.012
5.2,1,10.00701336,0.040875242,1.055,0.0195
3.5,1,10.42557041,0.040870863,0.983,0.0195
7.4,1,7.234991267,0.039707804,1.098,0.0195
3.1,1,19.444,0.039,0.806,0.0265
3.7,1,12.15541213,0.038665983,0.765,0.012
3.3,1,13.24,0.038,0.953,0.0245
2.5,1,23.948,0.037,0.755,0.0155
12.7,1,4.894052115,0.036191906,1.278,0.0265
2.9,1,12.506,0.034,0.903,0.0295
2.1,1,19.836,0.034,0.823,0.026
3.4,1,12.672,0.034,0.702,0.0195
4.4,1,9.665565654,0.033258739,0.736,0.012
11.8,1,5.274,0.033,1.428,0.0275
2.2,1,18.792,0.033,0.979,0.0185
4.6,1,9.333065014,0.032137704,1.591,0.0205
13.8,1,5.269,0.032,1.419,0.029
5.3,1,10.714,0.032,1.194,0.028
2.3,1,14.223,0.032,0.945,0.016
3.1,1,19.375,0.03,0.957,0.0285
1.8,1,17.558,0.03,0.888,0.0225
2.3,1,22.065,0.03,0.871,0.016
2.1,1,18.259,0.03,0.836,0.015
2,1,12.588,0.03,0.744,0.0125
6.9,1,10.79493543,0.029848756,1.677,0.0375
5.3,1,7.841695743,0.029152569,0.728,0.0085
4.5,1,12.159,0.029,1.011,0.0215
4.9,1,7.884794618,0.028667454,0.716,0.014
3,1,16.228,0.026,1.019,0.021
2.3,1,17.422,0.024,0.927,0.0215
0.4,1,25.828,0.024,0.8,0.019
3.2,1,20.312,0.024,0.7,0.012
2.6,1,17.825,0.023,0.804,0.014
2.8,1,25.953,0.023,0.735,0.013
6.4,1,7.284718179,0.022126526,0.936,0.0165
2.2,1,17.459,0.022,0.833,0.0215
2.4,1,15.148,0.022,0.767,0.013
3.1,1,30.786,0.021,0.694,0.011
10.1,1,7.087,0.021,1.5,0.0365
2.8,1,24.32,0.02,0.768,0.0205
3,1,15.983,0.02,0.736,0.0135
3.1,1,16.362,0.02,0.783,0.013
6.9,1,6.208445228,0.019732558,0.873,0.0165
3.6,1,17.985,0.019,0.792,0.0145
5.8,1,7.232307323,0.018402094,0.764,0.012
4.2,1,10.983,0.018,0.83,0.0215
3.6,1,13.874,0.018,1.004,0.016
2.3,1,16.004,0.017,0.856,0.028
3.2,1,13.543,0.017,0.894,0.017
5.7,1,5.029470994,0.016556498,0.868,0.0185
3,1,11.769,0.016,0.915,0.015
3.8,1,17.951,0.016,0.664,0.013
2.7,1,19.883,0.015,0.719,0.0135
3.6,1,13.272,0.014,0.92,0.0175
3.2,1,17.068,0.014,0.713,0.011
2.7,1,16.929,0.014,0.985,0.0195
14.3,1,4.238570351,0.013528526,1.211,0.0225
3.5,1,20.582,0.013,1.142,0.024
3.3,1,12.786,0.013,0.822,0.015
3.9,1,18.057,0.013,0.701,0.014
2.5,1,18.626,0.013,0.699,0.012
3.4,1,13.371,0.012,0.881,0.018
2.5,1,18.991,0.012,0.825,0.0145
9.9,1,4.725579021,0.01106106,0.908,0.0165
2.4,1,14.741,0.011,0.783,0.0275
0.8,1,15.757,0.011,0.896,0.016
18.4,1,2.170750235,0.0106208,1.427,0.0355
3.1,1,15.369,0.01,0.908,0.0175
2.8,1,16.887,0.01,0.844,0.036
1.1,1,25.066,0.009,0.787,0.0215
2.9,1,14.168,0.009,0.841,0.022
5.8,1,8.648,0.009,1.004,0.0205
3,1,15.773,0.009,0.695,0.0185
3.7,1,10.252,0.008,0.928,0.0235
6,1,7.043,0.008,0.862,0.0145
5.5,1,8.222,0.007,0.841,0.022
7.7,1,6.524,0.007,1.04,0.0205
3.7,1,12.36,0.007,0.856,0.0135
2.8,1,13.845,0.007,0.789,0.013
4,1,10.74,0.006,0.751,0.017
2.4,1,15.836,0.006,0.85,0.017
3.9,1,11.823,0.006,0.88,0.0155
4.7,1,7.643,0.006,0.83,0.0145
2.9,1,18.125,0.006,0.797,0.0135
7.4,1,7.768,0.005,1.211,0.0285
7.7,1,8.552,0.005,1.297,0.0285
2.1,1,19.203,0.005,0.933,0.019
1.8,1,16.916,0.005,0.79,0.0185
3.5,1,14.176,0.004,0.679,0.015
4.2,1,11.004,0.004,0.913,0.023
3.2,1,16.005,0.004,0.674,0.019
4.5,1,9.399,0.004,0.788,0.014
4.4,1,10.466,0.004,0.673,0.012
2,1,2.230766704,0.003506733,2.46,0.0365
7.9,1,7.732,0.003,1.33,0.0265
7,1,7.154,0.003,0.998,0.017
4.5,1,10.187,0.003,0.823,0.016
6.9,1,6.459,0.003,0.863,0.015
4.3,1,10.821,0.003,0.749,0.012
15.2,1,3.878,0.002,1.289,0.027
4.7,1,9.646,0.002,1.08,0.0295
4.2,1,2.664,0.002,1.108,0.023
3.1,1,11.367,0.002,0.77,0.0105
7.8,1,10.847,0.002,1.918,0.036
19.1,1,1.776,0.002,1.295,0.0295
6.3,1,7.799,0.001,0.992,0.0265
7.1,1,6.248,0.001,0.846,0.0195
4.8,1,5.407,0.001,0.908,0.016
3.3,1,12.368,0.001,0.766,0.013
7.7,1,5.998,0.001,0.911,0.0165
6.8,1,6.138,0.001,0.807,0.0135
8.5,1,7.873,0.001,1.515,0.0325
4.9,1,0.913,0,0.683,0.016
6.6,1,5.205,0,0.818,0.028
